intensity,name,signal,start_date,start_time,end_date,end_time,duration
強烈熱帶風暴,威利,1,1996/09/18,23:15,1996/09/20,09:00,33 45
颱風,貝芙,1,1996/10/19,11:45,1996/10/20,14:00,26 15
颱風,維克托,1,1997/07/31,14:00,1997/08/01,10:00,20 00
颱風,維克托,3,1997/08/01,10:00,1997/08/02,12:00,26 00
颱風,維克托,8 東北,1997/08/02,12:00,1997/08/02,16:50,04 50
颱風,維克托,9,1997/08/02,16:50,1997/08/02,23:40,06 50
颱風,維克托,8 西南,1997/08/02,23:40,1997/08/03,03:30,03 50
颱風,維克托,3,1997/08/03,03:30,1997/08/03,04:45,01 15
颱風,思蒂,1,1997/08/20,23:00,1997/08/21,11:45,12 45
颱風,思蒂,3,1997/08/21,11:45,1997/08/22,09:45,22 00
強烈熱帶風暴,彭妮,1,1998/08/09,06:35,1998/08/09,22:45,16 10
強烈熱帶風暴,彭妮,3,1998/08/09,22:45,1998/08/10,19:45,21 00
熱帶低氣壓,無名,1,1998/08/21,23:55,1998/08/22,21:45,21 50
熱帶低氣壓,無名,1,1998/09/12,06:15,1998/09/13,16:30,34 15
颱風(超強颱風),謝柏,1,1998/10/15,05:45,1998/10/16,05:50,24 05
颱風(強颱風),寶絲,1,1998/10/23,22:15,1998/10/24,23:40,25 25
颱風(強颱風),寶絲,3,1998/10/24,23:40,1998/10/26,21:30,45 50
颱風,利奧,1,1999/04/29,09:40,1999/04/30,16:15,30 35
颱風,利奧,3,1999/04/30,16:15,1999/05/02,13:30,45 15
颱風,利奧,8 東北,1999/05/02,13:30,1999/05/02,17:30,04 00
颱風,利奧,3,1999/05/02,17:30,1999/05/02,20:45,03 15
颱風,瑪姬,1,1999/06/05,23:45,1999/06/06,14:15,14 30
颱風,瑪姬,3,1999/06/06,14:15,1999/06/07,00:30,10 15
颱風,瑪姬,8 西北,1999/06/07,00:30,1999/06/07,02:45,02 15
颱風,瑪姬,9,1999/06/07,02:45,1999/06/07,05:45,03 00
颱風,瑪姬,8 東北,1999/06/07,05:45,1999/06/07,10:30,04 45
颱風,瑪姬,3,1999/06/07,10:30,1999/06/07,14:45,04 15
颱風,瑪姬,1,1999/06/07,22:30,1999/06/08,00:45,02 15
颱風,瑪姬,3,1999/06/08,00:45,1999/06/08,13:45,13 00
熱帶風暴,無名,1,1999/07/25,11:45,1999/07/26,22:45,35 00
熱帶風暴,無名,3,1999/07/26,22:45,1999/07/27,13:45,15 00
颱風,森姆,1,1999/08/20,16:15,1999/08/22,02:30,34 15
颱風,森姆,3,1999/08/22,02:30,1999/08/22,12:30,10 00
颱風,森姆,8 西北,1999/08/22,12:30,1999/08/22,20:10,07 40
颱風,森姆,8 西南,1999/08/22,20:10,1999/08/23,03:50,07 40
颱風,森姆,3,1999/08/23,03:50,1999/08/23,21:00,17 10
熱帶風暴,芸蒂,1,1999/09/03,03:45,1999/09/04,11:20,31 35
颱風,約克,1,1999/09/13,10:45,1999/09/15,10:15,47 30
颱風,約克,3,1999/09/15,10:15,1999/09/16,03:15,17 00
颱風,約克,8 西北,1999/09/16,03:15,1999/09/16,05:20,02 05
颱風,約克,9,1999/09/16,05:20,1999/09/16,06:45,01 25
颱風,約克,10,1999/09/16,06:45,1999/09/16,17:45,11 00
颱風,約克,8 西南,1999/09/16,17:45,1999/09/16,22:10,04 25
颱風,約克,3,1999/09/16,22:10,1999/09/17,00:45,02 35
強烈熱帶風暴,錦雯,1,1999/09/24,09:40,1999/09/25,15:40,30 00
強烈熱帶風暴,錦雯,3,1999/09/25,15:40,1999/09/26,05:20,13 40
強烈熱帶風暴,錦雯,8 西北,1999/09/26,05:20,1999/09/26,11:20,06 00
強烈熱帶風暴,錦雯,8 西南,1999/09/26,11:20,1999/09/26,14:10,02 50
強烈熱帶風暴,錦雯,3,1999/09/26,14:10,1999/09/26,15:20,01 10
颱風,丹尼,1,1999/10/05,20:45,1999/10/07,05:35,32 50
颱風,丹尼,3,1999/10/07,05:35,1999/10/07,16:15,10 40
颱風,丹尼,1,1999/10/07,16:15,1999/10/09,09:25,41 10
熱帶低氣壓,無名,3,2000/06/18,21:15,2000/06/19,01:45,04 30
颱風,啟德,1,2000/07/06,15:50,2000/07/09,05:45,61 55
熱帶低氣壓,無名,1,2000/07/15,14:45,2000/07/16,21:25,30 40
颱風(超強颱風),碧利斯,1,2000/08/23,06:00,2000/08/23,19:15,13 15
強烈熱帶風暴,瑪莉亞,1,2000/08/27,23:45,2000/08/29,14:25,38 40
強烈熱帶風暴,瑪莉亞,1,2000/08/31,10:15,2000/09/01,01:30,15 15
強烈熱帶風暴,瑪莉亞,3,2000/09/01,01:30,2000/09/01,13:20,11 50
颱風,悟空,1,2000/09/06,13:45,2000/09/07,21:45,32 00
颱風,悟空,3,2000/09/07,21:45,2000/09/09,05:45,32 00
強烈熱帶風暴,貝碧嘉,1,2000/11/04,14:40,2000/11/08,07:40,89 00
颱風,飛燕,1,2001/06/22,23:25,2001/06/23,20:25,21 00
颱風,榴槤,1,2001/06/30,07:40,2001/06/30,22:20,14 40
颱風,榴槤,3,2001/06/30,22:20,2001/07/02,09:20,35 00
颱風,尤特,1,2001/07/04,17:45,2001/07/05,10:45,17 00
颱風,尤特,3,2001/07/05,10:45,2001/07/05,19:30,08 45
颱風,尤特,8 東北,2001/07/05,19:30,2001/07/05,23:40,04 10
颱風,尤特,8 西北,2001/07/05,23:40,2001/07/06,09:40,10 00
颱風,尤特,8 西南,2001/07/06,09:40,2001/07/06,13:40,04 00
颱風,尤特,3,2001/07/06,13:40,2001/07/07,11:20,21 40
颱風,玉兔,1,2001/07/23,21:50,2001/07/24,15:50,18 00
颱風,玉兔,3,2001/07/24,15:50,2001/07/25,00:30,08 40
颱風,玉兔,8 東北,2001/07/25,00:30,2001/07/25,10:40,10 10
颱風,玉兔,8 東南,2001/07/25,10:40,2001/07/25,19:40,09 00
颱風,玉兔,3,2001/07/25,19:40,2001/07/26,06:15,10 35
熱帶風暴,菲特,1,2001/08/28,22:15,2001/08/30,04:45,30 30
颱風,百合,1,2001/09/19,16:15,2001/09/20,14:45,22 30
颱風,百合,3,2001/09/20,14:45,2001/09/20,22:40,07 55
強烈熱帶風暴,北冕,1,2002/08/03,09:50,2002/08/05,11:30,49 40
強烈熱帶風暴,黃蜂,1,2002/08/17,22:45,2002/08/20,06:30,55 45
強烈熱帶風暴,黑格比,1,2002/09/10,14:40,2002/09/11,05:40,15 00
強烈熱帶風暴,黑格比,3,2002/09/11,05:40,2002/09/11,13:40,08 00
強烈熱帶風暴,黑格比,8 東南,2002/09/11,13:40,2002/09/12,01:40,12 00
強烈熱帶風暴,黑格比,3,2002/09/12,01:40,2002/09/12,05:40,04 00
強烈熱帶風暴,天鵝,1,2003/07/20,05:40,2003/07/21,20:15,38 35
颱風(超強颱風),伊布都,1,2003/07/22,20:20,2003/07/23,13:40,17 20
颱風(超強颱風),伊布都,3,2003/07/23,13:40,2003/07/23,22:40,09 00
颱風(超強颱風),伊布都,8 東北,2003/07/23,22:40,2003/07/24,05:15,06 35
颱風(超強颱風),伊布都,8 東南,2003/07/24,05:15,2003/07/24,08:15,03 00
颱風(超強颱風),伊布都,3,2003/07/24,08:15,2003/07/24,12:40,04 25
颱風,科羅旺,1,2003/08/23,09:30,2003/08/24,11:30,26 00
颱風,科羅旺,3,2003/08/24,11:30,2003/08/25,11:30,24 00
颱風(強颱風),杜鵑,1,2003/09/01,22:15,2003/09/02,10:40,12 25
颱風(強颱風),杜鵑,3,2003/09/02,10:40,2003/09/02,14:20,03 40
颱風(強颱風),杜鵑,8 西北,2003/09/02,14:20,2003/09/02,20:10,05 50
颱風(強颱風),杜鵑,9,2003/09/02,20:10,2003/09/02,22:10,02 00
颱風(強颱風),杜鵑,8 西南,2003/09/02,22:10,2003/09/03,01:30,03 20
颱風(強颱風),杜鵑,3,2003/09/03,01:30,2003/09/03,03:20,01 50
颱風,康森,1,2004/06/08,14:15,2004/06/09,04:30,14 15
熱帶風暴,圓規,1,2004/07/14,22:55,2004/07/16,05:15,30 20
熱帶風暴,圓規,3,2004/07/16,05:15,2004/07/16,11:45,06 30
熱帶風暴,圓規,8 東北,2004/07/16,11:45,2004/07/16,14:45,03 00
熱帶風暴,圓規,8 西北,2004/07/16,14:45,2004/07/16,16:45,02 00
熱帶風暴,圓規,8 西南,2004/07/16,16:45,2004/07/16,19:20,02 35
熱帶風暴,圓規,3,2004/07/16,19:20,2004/07/16,20:20,01 00
颱風,艾利,1,2004/08/26,10:15,2004/08/27,04:10,17 55
強烈熱帶風暴,珊瑚,1,2005/08/12,10:40,2005/08/13,18:45,32 05
熱帶風暴,韋森特,1,2005/09/17,14:40,2005/09/18,07:40,17 00
颱風(強颱風),達維,1,2005/09/22,10:40,2005/09/24,08:40,46 00
颱風(強颱風),達維,3,2005/09/24,08:40,2005/09/26,08:20,47 40
颱風(超強颱風),珍珠,1,2006/05/15,21:40,2006/05/17,07:15,33 35
颱風(超強颱風),珍珠,3,2006/05/17,07:15,2006/05/17,21:15,14 00
颱風(超強颱風),珍珠,1,2006/05/17,21:15,2006/05/18,04:40,07 25
